slug,english,arabic,urdu,gender,qfacts_gender,person_ld_gender,namecard_gender,faq_gender_answer,origin,letters,letter_breakdown,meaning_dict,meaning_root,meaning_iuh,mean_dict_marker_placeholder,mean_root_marker_placeholder,mean_iuh_marker_placeholder,bearers_count_json,is_widely_attested_negative,word_count_prose,prose_male_pronouns,prose_female_pronouns,is_duplicate_of,slug_spelling_ok,arabic_ok,urdu_ok,gender_verified,gender_review_needed,content_thin,content_review_needed,famous_bearers_count,bearers_count_visible
taleen,Taleen,تالين,تالین,Female,Female,Female,Female,Taleen is a girl name in Islam. Talin — Armenian/Syrian girls name.,Persian,5,Ta · Alif · Lam · Ya · Nun,Talin — Armenian/Syrian girls name,,,0,1,1,0,1,1255,6,0,,1,1,1,1,0,1,1,0,0
talha,Talha,طَلْحَة,طلحہ,Male,Male,Male,Male,Talha is a boy name in Islam. Acacia tree — companion guaranteed paradise.,Arabic,4,Ta · Lam · Ha · Ta,A flowering tree of paradise mentioned in the Quran; companion Ṭalḥa ibn…,ط-ل-ح — From ṭ-l-ḥ — the acacia or thornless tree,"Ṭa divine goodness, Lam authority, Ḥa breath.",0,0,0,1,0,1310,11,0,,1,1,1,1,0,0,0,1,1
talhah,Talhah,طَلْحَة,طلحہ,Male,Male,Male,Male,"Talhah is a boy name in Islam. Palm tree — one of the ten promised paradise, shielded the Prophet at Uhud.",Arabic,4,Ta · Lam · Ha · Ta,"Palm tree — one of the ten promised paradise, shielded the Prophet at Uhud",,,0,1,1,0,1,816,6,0,,1,1,1,1,0,1,1,0,0
talib,Talib,طالب,طالب,Male,Male,Male,Male,Talib is a boy name in Islam. Seeker — top global Muslim boys name.,Arabic,4,Ta · Alif · Lam · Ba,Seeker — top global Muslim boys name,,,0,1,1,0,1,1156,4,0,,1,1,1,1,0,1,1,0,0
tamara,Tamara,تمارا,تمارا,Female,Female,Female,Female,Tamara is a girl name in Islam. Tamara — Palm dates — global girls name. This name carries deep roots in Islamic.,Arabic,5,Ta · Meem · Alif · Ra · Alif,Tamara — Palm dates — global girls name,,,0,1,1,0,1,1070,0,0,,1,1,1,1,0,1,1,0,0
tameem,Tameem,تميم,تمیم,Male,Male,Male,Male,"Tameem is a boy name in Islam. Complete, perfect — the one of total wholeness.",Arabic,4,Ta · Meem · Ya · Meem,"Complete, perfect — the one of total wholeness",,,0,1,1,0,1,839,2,0,,1,1,1,1,0,1,1,0,0
tamer,Tamer,تامر,تامر,Male,Male,Male,Male,"Tamer is a boy name in Islam. Date palm owner, rich — Egyptian/Levant boys name.",Arabic,4,Ta · Alif · Meem · Ra,"Date palm owner, rich — Egyptian/Levant boys name",,,0,1,1,0,1,1121,1,0,,1,1,1,1,0,1,1,0,0
tamim,Tamim,تميم,تمیم,Male,Male,Male,Male,Tamim is a boy name in Islam. Tamim — Complete/strong — Gulf boys name. This name carries deep roots in Islami.,Arabic,4,Ta · Meem · Ya · Meem,Tamim — Complete/strong — Gulf boys name,,,0,1,1,0,1,1123,0,2,,1,1,1,1,0,1,1,0,0
tammam,Tammam,تمام,تمام,Male,Male,Male,Male,Tammam is a boy name in Islam. Tammam — Complete — top Arab boys name. This name carries deep roots in Islamic .,Arabic,4,Ta · Meem · Alif · Meem,Tammam — Complete — top Arab boys name,,,0,1,1,0,1,1071,0,0,,1,1,1,1,0,1,1,0,0
tanveer,Tanveer,تنویر,تنویر,Male,Male,Male,Male,"Tanveer is a boy name in Islam. Enlightened, illuminated — top Pakistani Muslim boy name.",Arabic,5,Ta · Nun · Waw · Ya · Ra,"Enlightened, illuminated — top Pakistani Muslim boy name",,,0,1,1,0,1,797,4,0,,1,1,1,1,0,1,1,0,0
taqiyy,Taqiyy,تقي,تقی,Male,Male,Male,Male,Taqiyy is a boy name in Islam. Taqiyy — God-fearing — top Islamic boys. This name carries deep roots in Islamic.,Arabic,3,Ta · Qaf · Ya,Taqiyy — God-fearing — top Islamic boys,,,0,1,1,0,1,1100,0,2,,1,1,1,1,0,1,1,0,0
taqwa,Taqwa,تَقْوَى,تقویٰ,Female,Female,Female,Female,Taqwa is a girl name in Islam. Taqwa — God-consciousness — Quranic girls. This name carries deep roots in Islam.,Arabic,4,Ta · Qaf · Waw · Ya,Taqwa — God-consciousness — Quranic girls,,,0,1,1,0,1,1215,0,3,,1,1,1,1,0,1,1,0,0
tara,Tara,تارا,تارا,Female,Female,Female,Female,Tara is a girl name in Islam. Star — global Muslim girls name.,Persian,4,Ta · Alif · Ra · Alif,Star — global Muslim girls name,,,0,1,1,0,1,1136,0,1,,1,1,1,1,0,1,1,0,0
tarannum,Tarannum,ترنم,ترنم,Female,Female,Female,Female,"Tarannum is a girl name in Islam. Melody, tune — the woman whose voice and presence are music itself.",Arabic,4,Ta · Ra · Nun · Meem,"Melody, tune — the woman whose voice and presence are music itself",,,0,1,1,0,1,788,0,0,,1,1,1,1,0,1,1,0,0
tarek,Tarek,طارق,طارق,Male,Male,Male,Male,Tarek is a boy name in Islam. Tariq — French/North African spelling.,Arabic,4,Ta · Alif · Ra · Qaf,Tariq — French/North African spelling,,,0,1,1,0,1,1244,1,0,,1,1,1,1,0,1,1,0,0
tarik,Tarik,طارق,طارق,Male,Male,Male,Male,Tarik is a boy name in Islam. Tariq.,Arabic,4,Ta · Alif · Ra · Qaf,Tariq.,,,0,1,1,0,1,1180,4,0,,1,1,1,1,0,1,1,0,0
tariq,Tariq,طارق,طارق,Male,Male,Male,Male,"Tariq is a boy name in Islam. Night visitor, morning star — directly Quranic surah.",Arabic,4,Ta · Alif · Ra · Qaf,The morning star; one who knocks at the door at night — Surat al-Ṭāriq (86).,ط-ر-ق — From ṭ-r-q,"Ṭa divine goodness, Ra mercy, Ya reaching, Qaf divine axis.",0,0,0,2,0,1372,5,0,,1,1,1,1,0,0,0,2,2
tarkan,Tarkan,تركان,ترکان,Male,Male,Male,Male,Tarkan is a boy name in Islam. Tarkan — War leader — Turkish boys name. This name carries deep roots in Islamic.,Arabic,5,Ta · Ra · Kaf · Alif · Nun,Tarkan — War leader — Turkish boys name,,,0,1,1,0,1,1087,0,2,,1,1,1,1,0,1,1,0,0
taskeen,Taskeen,تسكين,تسکین,Female,Female,Female,Female,"Taskeen is a girl name in Islam. Consolation, peace — the woman who brings stillness to every troubled soul.",Arabic,5,Ta · Sin · Kaf · Ya · Nun,"Consolation, peace — the woman who brings stillness to every troubled soul",,,0,1,1,0,1,819,6,1,,1,1,1,1,0,1,1,0,0
tasneem,Tasneem,تسنيم,تسنیم,Female,Female,Female,Female,Tasneem is a girl name in Islam. Fountain of paradise — directly Quranic (83:27).,Arabic,5,Ta · Sin · Nun · Ya · Meem,A spring of paradise mentioned in Sūrat al-Muṭaffifīn (83:27).,"س-ن-م — From s-n-m, height; the highest spring of paradise.","Ta manifestation, Sin expansion, Nun depth, Ya reaching, Meem love.",0,0,0,0,1,1260,0,2,,1,1,1,1,0,0,1,0,0
tasnim,Tasnim,تسنيم,تسنیم,Female,Female,Female,Female,Tasnim is a girl name in Islam. Spring of paradise — the Quranic fountain drunk by the closest to Allah.,Arabic,5,Ta · Sin · Nun · Ya · Meem,Spring of paradise — the Quranic fountain drunk by the closest to Allah,,,0,1,1,0,1,850,0,0,,1,1,1,1,0,1,1,0,0
tasnima,Tasnima,تسنيم,تسنیم,Female,Female,Female,Female,Tasnima is a girl name in Islam. Tasnim — South Asian spelling variant.,Arabic,5,Ta · Sin · Nun · Ya · Meem,Tasnim — South Asian spelling variant,,,0,1,1,0,1,1101,0,1,,1,1,1,1,0,1,1,0,0
taufiq,Taufiq,توفيق,توفیق,Male,Male,Male,Male,Taufiq is a boy name in Islam. Divine success.,Arabic,5,Ta · Waw · Fa · Ya · Qaf,Divine success.,,,0,1,1,0,1,820,0,0,,1,1,1,1,0,1,1,0,0
tawba,Tawba,توبة,توبہ,Female,Female,Female,Female,Tawba is a girl name in Islam. Tawba — Repentance — Quranic girls name. This name carries deep roots in Islamic.,Arabic,4,Ta · Waw · Ba · Ta,Tawba — Repentance — Quranic girls name,,,0,1,1,0,1,1079,0,0,,1,1,1,1,0,1,1,0,0
tawbah,Tawbah,توبة,توبہ,Female,Female,Female,Female,"Tawbah is a girl name in Islam. Repentance — the divine gift of turning back, the door that never closes.",Arabic,4,Ta · Waw · Ba · Ta,"Repentance — the divine gift of turning back, the door that never closes",,,0,1,1,0,1,830,5,0,,1,1,1,1,0,1,1,0,0
tawfiq,Tawfiq,توفيق,توفیق,Male,Male,Male,Male,Tawfiq is a boy name in Islam. Divine success/alignment — top Arab boys name.,Arabic,5,Ta · Waw · Fa · Ya · Qaf,Divine success/alignment — top Arab boys name,,,0,1,1,0,1,1256,3,0,,1,1,1,1,0,1,1,0,0
tayba,Tayba,طيبة,طیبہ,Female,Female,Female,Female,Tayba is a girl name in Islam. Tayba — Good/Medina name — girls name. This name carries deep roots in Islamic n.,Arabic,4,Ta · Ya · Ba · Ta,Tayba — Good/Medina name — girls name,,,0,1,1,0,1,1096,0,0,,1,1,1,1,0,1,1,0,0
tayeb,Tayeb,طيب,طیب,Male,Male,Male,Male,"Tayeb is a boy name in Islam. Good, pure — North African boys name.",Arabic,3,Ta · Ya · Ba,"Good, pure — North African boys name",,,0,1,1,0,1,1143,1,0,,1,1,1,1,0,1,1,0,0
tayib,Tayib,طيب,طیب,Male,Male,Male,Male,"Tayib is a boy name in Islam. Good, pure — North African spelling of Tayyib. Tayeb Salih — greatest Sudanese n.",Arabic,3,Ta · Ya · Ba,"Good, pure.",,,0,1,1,0,1,1080,2,0,,1,1,1,1,0,1,1,0,0
taym,Taym,تيم,تیم,Male,Male,Male,Male,"Taym is a boy name in Islam. Servant, devotee — trending Gulf boys name.",Arabic,3,Ta · Ya · Meem,"Servant, devotee — trending Gulf boys name",,,0,1,1,0,1,1146,2,0,,1,1,1,1,0,1,1,0,0
tayma,Tayma,تيماء,تیماء,Female,Female,Female,Female,Tayma is a girl name in Islam. Oasis — rare classical Arab girls name.,Arabic,5,Ta · Ya · Meem · Alif · Hamza,Oasis — rare classical Arab girls name,,,0,1,1,0,1,1155,0,1,,1,1,1,1,0,1,1,0,0
tayyaba,Tayyaba,طيبة,طیبہ,Female,Female,Female,Female,"Tayyaba is a girl name in Islam. Pure, good — Pakistani top girls name.",Arabic,4,Ta · Ya · Ba · Ta,"Pure, good — Pakistani top girls name",,,0,1,1,0,1,1203,0,3,,1,1,1,1,0,1,1,0,0
tayyiba,Tayyiba,طيبة,طیبہ,Female,Female,Female,Female,,Arabic,4,Ta · Ya · Ba · Ta,"Pure, good — the woman of wholesome beauty and genuine goodness",,,0,1,1,0,1,855,0,2,,1,1,1,1,0,1,1,0,0
tesnim,Tesnim,تسنيم,تسنیم,Female,Female,Female,Female,Tesnim is a girl name in Islam. Tasnim — Bosnian spelling.,Bosnian / Arabic,5,Ta · Sin · Nun · Ya · Meem,Tasnim — Bosnian spelling,,,0,1,1,0,1,1128,0,2,,1,1,1,1,0,1,1,0,0
tesnime,Tesnime,تسنيم,تسنیم,Female,Female,Female,Female,Tesnime is a girl name in Islam. Tasnim — Tunisian -e ending variant.,Arabic,5,Ta · Sin · Nun · Ya · Meem,Tasnim — Tunisian -e ending variant,,,0,1,1,0,1,1094,0,0,,1,1,1,1,0,1,1,0,0
thabet,Thabet,ثابت,ثابت,Male,Male,Male,Male,Thabet is a boy name in Islam. Thabet — Firm — companion Thabit name. This name carries deep roots in Islamic n.,Arabic,4,Tha · Alif · Ba · Ta,Thabet — Firm — companion Thabit name,,,0,1,1,0,1,1071,0,0,,1,1,1,1,0,1,1,0,0
thamer,Thamer,ثامر,ثامر,Male,Male,Male,Male,"Thamer is a boy name in Islam. Fruitful, bearing fruit — Arab boys name.",Arabic,4,Tha · Alif · Meem · Ra,"Fruitful, bearing fruit — Arab boys name",,,0,1,1,0,1,1143,2,0,,1,1,1,1,0,1,1,0,0
thana,Thana,ثناء,ثناء,Female,Female,Female,Female,Thana is a girl name in Islam. Thana — Praise — top Arab girls name. This name carries deep roots in Islamic na.,Arabic,4,Tha · Nun · Alif · Hamza,Thana — Praise — top Arab girls name,,,0,1,1,0,1,1075,0,2,,1,1,1,1,0,1,1,0,0
thouraya,Thouraya,الثريا,ثریا,Female,Female,Female,Female,Thouraya is a girl name in Islam. Pleiades — North African girls name.,Arabic,6,Alif · Lam · Tha · Ra · Ya · Alif,Pleiades — North African girls name,,,0,1,1,0,1,1097,0,0,,1,1,1,1,0,1,1,0,0
thuraya,Thuraya,ثريا,ثریا,Female,Female,Female,Female,Thuraya is a girl name in Islam. Thuraya — Pleiades.,Arabic,4,Tha · Ra · Ya · Alif,Thuraya.,,,0,1,1,0,1,1107,0,1,,1,1,1,1,0,1,1,0,0
tiba,Tiba,طيبة,طیبہ,Female,Female,Female,Female,Tiba is a girl name in Islam. Tiba — Medina.,Arabic,4,Ta · Ya · Ba · Ta,Tiba.,,,0,1,1,0,1,1115,0,1,,1,1,1,1,0,1,1,0,0
tidiane,Tidiane,تیجانی,تیجانی,Male,Male,Male,Male,Tidiane is a boy name in Islam. From the Tijaniyya — top Senegalese Muslim name.,Arabic,6,Ta · Ya · Jeem · Alif · Nun · Ya,From the Tijaniyya — top Senegalese Muslim name,,,0,1,1,0,1,681,0,0,,1,1,1,1,0,1,1,0,0
timur,Timur,تيمور,تیمور,Male,Male,Male,Male,Timur is a boy name in Islam. Iron — the name of strength and endurance from Central Asian Muslim tradition.,Arabic,5,Ta · Ya · Meem · Waw · Ra,Iron — the name of strength and endurance from Central Asian Muslim tradition,,,0,1,1,0,1,912,4,0,,1,1,1,1,0,1,1,0,0
tolga,Tolga,طولغا,طولغا,Male,Male,Male,Male,"Tolga is a boy name in Islam. Helmet, warrior protection — the Turkish name of protective strength.",Turkish,5,Ta · Waw · Lam · Ghayn · Alif,"Helmet, warrior protection — the Turkish name of protective strength",,,0,1,1,0,1,735,0,0,,1,1,1,1,0,1,1,0,0
tooba,Tooba,طوبى,طوبیٰ,Female,Female,Female,Female,Tooba is a girl name in Islam. The tree of paradise — Quran 13:29.,Arabic,4,Ta · Waw · Ba · Ya,The tree of paradise — Quran 13:29,,,0,1,1,0,1,1260,1,0,,1,1,1,1,0,1,1,0,0
toujan,Toujan,توجان,توجان,Female,Female,Female,Female,Toujan is a girl name in Islam. Toujan — Jordanian girls name tradition. This name carries deep roots in Islamic.,Arabic,5,Ta · Waw · Jeem · Alif · Nun,Toujan — Jordanian girls name tradition,,,0,1,1,0,1,1077,0,2,,1,1,1,1,0,1,1,0,0
tuba,Tuba,طوبى,طوبی,Female,Female,Female,Female,Tuba is a girl name in Islam. The tree of paradise.,Arabic,4,Ta · Waw · Ba · Ya,The tree of paradise.,,,0,1,1,0,1,1215,0,1,,1,1,1,1,0,1,1,0,0
tugce,Tugce,توغجه,توغجہ,Female,Female,Female,Female,Tugce is a girl name in Islam. Flourishing — distinctly Turkish girls name.,Turkish,5,Ta · Waw · Ghayn · Jeem · Ha,Flourishing — distinctly Turkish girls name,,,0,1,1,0,1,1178,0,0,,1,1,1,1,0,1,1,0,0
tuqa,Tuqa,تقى,تقیٰ,Female,Female,Female,Female,Tuqa is a girl name in Islam. God-consciousness — directly Quranic quality as name.,Arabic,3,Ta · Qaf · Ya,God-consciousness — directly Quranic quality as name,,,0,1,1,0,1,1169,0,1,,1,1,1,1,0,1,1,0,0
ubaid,Ubaid,عبيد,عبید,Male,Male,Male,Male,Ubaid is a boy name in Islam. Ubaid — Little servant — companion name. This name carries deep roots in Islamic.,Arabic,4,Ain · Ba · Ya · Dal,Little servant (diminutive of ʿabd).,ع-ب-د — Diminutive of ʿabd (servant) — beloved little servant.,,0,0,1,0,1,1113,0,1,,1,1,1,1,0,1,1,0,0
ulfat,Ulfat,الفت,الفت,Female,Female,Female,Female,"Ulfat is a girl name in Islam. Affection, friendship — Pakistani/Urdu girls.",Arabic,4,Alif · Lam · Fa · Ta,"Affection, friendship — Pakistani/Urdu girls",,,0,1,1,0,1,1227,1,1,,1,1,1,1,0,1,1,0,0
ulmas,Ulmas,الماس,الماس,Male,Male,Male,Male,Ulmas is a boy name in Islam. Diamond — Uzbek boys name.,Persian,5,Alif · Lam · Meem · Alif · Sin,Diamond — Uzbek boys name,,,0,1,1,0,1,1099,2,0,,1,1,1,1,0,1,1,0,0
ulya,Ulya,عُليا,عُلیا,Female,Female,Female,Female,Ulya is a girl name in Islam. Ulya — Highest — top Arab girls name. This name carries deep roots in Islamic na.,Arabic,4,Ain · Lam · Ya · Alif,Ulya — Highest — top Arab girls name,,,0,1,1,0,1,1076,0,0,,1,1,1,1,0,1,1,0,0
umair,Umair,عُمَيْر,عمیر,Male,Male,Male,Male,Umair is a boy name in Islam. Umair — Life — companion Umayr name. This name carries deep roots in Islamic nam.,Arabic,4,Ain · Meem · Ya · Ra,Long-lived (diminutive of ʿUmar).,ع-م-ر — Diminutive of ʿUmar — beloved-little-Omar.,,0,0,1,0,1,1161,2,0,,1,1,1,1,0,1,1,0,0
umama,Umama,أمامة,أمامہ,Female,Female,Female,Female,Umama is a girl name in Islam. Umama — Umama bint Zaynab — Prophet granddaughter. This name carries deep roots .,Arabic,5,Alif · Meem · Alif · Meem · Ta,Umama — Umama bint Zaynab — Prophet granddaughter. This name carries deep roots,,,0,1,1,0,1,1059,0,0,,1,1,1,1,0,1,1,0,0
umar,Umar,عُمَر,عُمَر,Male,Male,Male,Male,"Umar is a boy name in Islam. The Distinguisher — second Caliph, Al-Faruq, whose conversion strengthened Islam.",Arabic,3,Ain · Meem · Ra,"Long-lived, flourishing — the second caliph.","ع-م-ر — From ʿ-m-r, to live long; the same root as ʿumr (life-span).","Perception (Ain), love (Meem)",0,0,0,2,0,834,5,0,,1,1,1,1,0,0,0,2,2
umara,Umara,عمارة,عمارہ,Male,Male,Male,Male,"Umara is a boy name in Islam. Building, prosperity — companion name.",Arabic,5,Ain · Meem · Alif · Ra · Ta,"Building, prosperity — companion name",,,0,1,1,0,1,1064,0,0,,1,1,1,1,0,1,1,0,0
umayma,Umayma,أميمة,امیمہ,Female,Female,Female,Female,"Umayma is a girl name in Islam. Little mother — companion, mother of Zaynab bint Jahsh.",Arabic,5,Alif · Meem · Ya · Meem · Ta,"Little mother — companion, mother of Zaynab bint Jahsh",,,0,1,1,0,1,803,1,2,,1,1,1,1,0,1,1,0,0
umer,عمر Umer,عُمَر,عُمَر,Male,Male,Male,Male,عمر Umer is a boy name in Islam. The Distinguisher.,Arabic,3,Ain · Meem · Ra,The Distinguisher.,,,0,1,1,0,1,822,1,0,,1,1,1,1,0,1,1,0,0
umm-ayman,Umm Ayman,برکة,ام ایمن,Female,Female,Female,Female,Umm Ayman is a girl name in Islam. Barakah.,Arabic,4,Ba · Ra · Kaf · Ta,Barakah — who the Prophet called 'my mother after my mother',,,0,1,1,0,1,809,6,0,,1,1,1,1,0,1,1,0,0
umm-haram,Umm Haram,أم حرام,ام حرام,Female,Female,Female,Female,Umm Haram is a girl name in Islam. Mother of the Sacred — companion promised paradise as a martyr in a naval battle.,Arabic,6,Alif · Meem · Ha · Ra · Alif · Meem,Mother of the Sacred — companion promised paradise as a martyr in a naval battle,,,0,1,1,0,1,829,0,7,,1,1,1,1,0,1,1,0,0
umm-kulthum,Umm Kulthum,كُلْثُوم,ام کلثوم,Female,Female,Female,Female,Umm Kulthum is a girl name in Islam. Umm Kulthum.,Arabic,5,Kaf · Lam · Tha · Waw · Meem,Umm Kulthum — Star of the East,,,0,1,1,0,1,1375,1,5,,1,1,1,1,0,1,1,0,0
umm-salama,Umm Salama,أم سلمة,ام سلمہ,Female,Female,Female,Female,Umm Salama is a girl name in Islam. Umm Salama.,Arabic,6,Alif · Meem · Sin · Lam · Meem · Ta,Umm Salama — Prophet wife of great wisdom,,,0,1,1,0,1,1205,1,5,,1,1,1,1,0,1,1,0,0
umm-sulaym,Umm Sulaym,أم سليم,ام سلیم,Female,Female,Female,Female,Umm Sulaym is a girl name in Islam. Mother of Sulaym — the companion whose dowry was her husband's Islam.,Arabic,6,Alif · Meem · Sin · Lam · Ya · Meem,Mother of Sulaym — the companion whose dowry was her husband's Islam,,,0,1,1,0,1,813,1,11,,1,1,1,1,0,1,1,0,0
umniyya,Umniyya,أمنية,أمنیہ,Female,Female,Female,Female,Umniyya is a girl name in Islam. Umniyya — Wish — classical Arabic girls form. This name carries deep roots in Is.,Arabic,5,Alif · Meem · Nun · Ya · Ta,Umniyya — Wish — classical Arabic girls form. This name carries deep roots,,,0,1,1,0,1,1134,0,1,,1,1,1,1,0,1,1,0,0
uns,Uns,أَنَس,أَنَس,Female,Female,Female,Female,Uns is a girl name in Islam. Uns — Intimacy — Islamic concept boys. This name carries deep roots in Islamic n.,Arabic,3,Alif · Nun · Sin,Uns — Intimacy — Islamic concept boys,,,0,1,1,0,1,1119,0,2,,1,1,1,1,0,1,1,0,0
uqaylah,Uqaylah,عقيلة,عقیلہ,Female,Female,Female,Female,Uqaylah is a girl name in Islam. Uqaylah — Noble woman — Zaynab title girls. This name carries deep roots in Isla.,Arabic,5,Ain · Qaf · Ya · Lam · Ta,Uqaylah — Noble woman — Zaynab title girls,,,0,1,1,0,1,1085,0,1,,1,1,1,1,0,1,1,0,0
uqba,Uqba,عقبة,عقبہ,Male,Male,Male,Male,Uqba is a boy name in Islam. Uqba — Uqba ibn Nafi — companion name. This name carries deep roots in Islamic n.,Arabic,4,Ain · Qaf · Ba · Ta,Uqba — Uqba ibn Nafi — companion name,,,0,1,1,0,1,1104,1,0,,1,1,1,1,0,1,1,0,0
urooj,Urooj,عروج,عروج,Female,Female,Female,Female,Urooj is a girl name in Islam. Ascension — Urdu girls name.,Arabic,4,Ain · Ra · Waw · Jeem,"Ascent, rising — the celestial rise.",ع-ر-ج — From ʿ-r-j,"Alif origin, Ra mercy, Waw connection, Jeem beauty.",0,0,0,0,1,1269,1,1,,1,1,1,1,0,0,1,0,0
uruj,Uruj,عروج,عروج,Female,Female,Female,Female,Uruj is a girl name in Islam. Ascension — Urdu boys name.,Arabic,4,Ain · Ra · Waw · Jeem,"Ascent, rising — variant of Urooj.","ع-ر-ج — From ʿ-r-j, ascent.","Origin, mercy, connection, beauty — the ascent.",0,0,0,0,1,1103,0,1,,1,1,1,1,0,0,1,0,0
urwa,Urwa,عروة,عروہ,Female,Female,Female,Female,Urwa is a girl name in Islam. Urwa — Handhold — companion Urwa ibn Zubayr. This name carries deep roots in Isl.,Arabic,4,Ain · Ra · Waw · Ta,Urwa — Handhold — companion Urwa ibn Zubayr,,,0,1,1,0,1,1105,0,1,,1,1,1,1,0,1,1,0,0
usama,Usama,أسامۃ,اسامۃ,Male,Male,Male,Male,"Usama is a boy name in Islam. Lion — the Prophet's beloved, led army at 17.",Arabic,5,Alif · Sin · Alif · Meem · Ha,"Lion — the Prophet's beloved, led army at 17",,,0,1,1,0,1,948,7,0,,1,1,1,1,0,1,1,0,0
usman,Usman,عُثْمَان,عُثْمَان,Male,Male,Male,Male,Usman is a boy name in Islam. Uthman — dominant South Asian spelling.,Arabic,5,Ain · Tha · Meem · Alif · Nun,Persian/Urdu form of ʿUthmān — the third caliph.,"ع-ث-م — Same root as ʿUthmān, the third caliph.",Perception that spreads in love and roots in depth — the steady one.,0,0,0,2,0,1238,2,0,,1,1,1,1,0,0,0,2,2
utba,Utba,عتبة,عتبہ,Male,Male,Male,Male,"Utba is a boy name in Islam. Threshold, noble — Arab boys name.",Arabic,4,Ain · Ta · Ba · Ta,"Threshold, noble — Arab boys name",,,0,1,1,0,1,1082,1,0,,1,1,1,1,0,1,1,0,0
uthman,Uthman,عُثْمَان,عُثْمَان,Male,Male,Male,Male,Uthman is a boy name in Islam. The young bustard.,Arabic,5,Ain · Tha · Meem · Alif · Nun,"Slow tortoise — figuratively, steady and enduring; the third caliph.",ع-ث-م — Possibly related to a young of the bustard or a slow walker; classical…,"Ain perceives, Tha spreads, Meem loves, Alif returns to origin, Nun deepens.",0,0,0,2,0,805,2,0,,1,1,1,1,0,0,0,2,2
uwais,Uwais,أُوَيْس,اویس,Male,Male,Male,Male,Uwais is a boy name in Islam. Uwais al-Qarani.,Arabic,4,Alif · Waw · Ya · Sin,Uwais al-Qarani — the greatest hidden saint,,,0,1,1,0,1,1203,10,0,,1,1,1,1,0,1,1,0,0
uzair,Uzair,عزير,عزیر,Male,Male,Male,Male,Uzair is a boy name in Islam. Ezra — Quranic prophet.,Arabic,4,Ain · Zayn · Ya · Ra,Ezra — Quranic prophet,,,0,1,1,0,1,1123,3,0,,1,1,1,1,0,1,1,0,0
uzma,Uzma,عظمى,عظمیٰ,Female,Female,Female,Female,Uzma is a girl name in Islam. Greatest — Pakistani girls name.,Arabic,4,Ain · Dha · Meem · Ya,Greatest — Pakistani girls name,,,0,1,1,0,1,1085,2,1,,1,1,1,1,0,1,1,0,0
vafa,Vafa,وفاء,وفا,Female,Female,Female,Female,Vafa is a girl name in Islam. Loyalty — Persian/Turkish girls name.,Turkish,4,Waw · Fa · Alif · Hamza,Loyalty — Persian/Turkish girls name,,,0,1,1,0,1,1100,0,0,,1,1,1,1,0,1,1,0,0
vahid,Vahid,وحيد,وحید,Male,Male,Male,Male,"Vahid is traditionally a Muslim boy name. Unique, singular, the one of a kind — Persian form of Wahid.",Arabic,4,Waw · Ha · Ya · Dal,"Unique, singular, the one of a kind.",,,0,1,1,0,1,826,0,0,,1,1,1,1,0,1,1,0,0
valentina,Valentina,فالنتينا,فالنتینا,Female,Female,Female,Female,Valentina is a girl name in Islam. Valentina — Strong — Latin Muslim convert. This name carries deep roots in Islam.,Arabic,8,Fa · Alif · Lam · Nun · Ta · Ya · Nun · Alif,Valentina — Strong — Latin Muslim convert,,,0,1,1,0,1,1079,0,0,,1,1,1,1,0,1,1,0,0
valeria,Valeria,فاليريا,ویلیریا,Female,Female,Female,Female,"Valeria is a girl name in Islam. Strong, healthy — Western Muslim convert.",Arabic,7,Fa · Alif · Lam · Ya · Ra · Ya · Alif,"Strong, healthy — Western Muslim convert",,,0,1,1,0,1,1125,0,1,,1,1,1,1,0,1,1,0,0
valerie,Valerie,فاليري,فالیری,Female,Female,Female,Female,Valerie is a girl name in Islam. Valerie — Strong — French Muslim convert. This name carries deep roots in Islami.,Arabic,6,Fa · Alif · Lam · Ya · Ra · Ya,Valerie — Strong — French Muslim convert,,,0,1,1,0,1,1051,0,1,,1,1,1,1,0,1,1,0,0
vanessa,Vanessa,فانيسا,فانیسا,Female,Female,Female,Female,Vanessa is a girl name in Islam. Vanessa — Butterfly — Western Muslim convert. This name carries deep roots in Is.,Arabic,6,Fa · Alif · Nun · Ya · Sin · Alif,Vanessa — Butterfly — Western Muslim convert. This name carries deep roots,,,0,1,1,0,1,1077,0,1,,1,1,1,1,0,1,1,0,0
vasile,Vasile,فاسيلي,فاسیلی,Male,Male,Male,Male,Vasile is a boy name in Islam. Kingly — Eastern European convert.,Arabic,6,Fa · Alif · Sin · Ya · Lam · Ya,Kingly — Eastern European convert,,,0,1,1,0,1,1073,1,0,,1,1,1,1,0,1,1,0,0
vasl,Vasl,وصل,وصل,Female,Female,Female,Female,Vasl is a girl name in Islam. Union — Persian/Urdu girls name.,Arabic,3,Waw · Sad · Lam,Union — Persian/Urdu girls name,,,0,1,1,0,1,1074,0,0,,1,1,1,1,0,1,1,0,0
veda,Veda,ودا,ودا,Female,Female,Female,Female,Veda is a girl name in Islam. Veda — Farewell — Turkish girls name. This name carries deep roots in Islamic na.,Arabic,3,Waw · Dal · Alif,Veda — Farewell — Turkish girls name,,,0,1,1,0,1,1062,0,0,,1,1,1,1,0,1,1,0,0
